IdAdres;UL;NR_BUD;data;miejsce;typ_miejsc;stan_nawie;oznakowani;oswietleni;warunki_at;wypadek;ilosc_ucze;wiek_spraw;pojazd_spr;wiek_piesz;lekko_rann;ciezko_ran;zabici
2810;CENTRUM A;1;2016-12-24 13:30:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - NIE MA;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;23;SAMOCHÓD OSOBOWY;23;0;1;0
2846;Melchiora Wańkowicza;153;2016-10-10 16:30:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;CHODNIK, DROGA DLA PIESZYCH;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;DOBRE WARUNKI ATMOSFERYCZNE;WYWRÓCENIE POJAZDU;1;65;SAMOCHÓD OSOBOWY;60;0;1;0
2848;Melchiora Wańkowicza;198;2016-10-20 06:40:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE CZOŁOWE;3;81;SAMOCHÓD OSOBOWY;80;1;0;0
2849;Stadionowa;29;2016-10-25 21:10:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;OPADY DESZCZU;WYWRÓCENIE POJAZDU;2;64;SAMOCHÓD OSOBOWY;26;1;0;0
2851;Stadionowa;21;2016-11-26 18:00:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - NIE MA;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;63;SAMOCHÓD OSOBOWY;13;0;1;0
2902;Tadeusza Lehra-Spławińskiego;10;2016-11-07 12:00:00.000;ODCINEK PROSTY;WJAZD, WYJAZD Z POSESJI, POLA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - NIE MA;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;60;SAMOCHÓD OSOBOWY;25;1;0;0
2916;WĄWOZOWA;22;2016-10-07 05:50:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE TYLNE;2;77;SAMOCHÓD OSOBOWY;70;0;1;0
2916;Wąwozowa;22;2016-10-11 12:25:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;1;67;SAMOCHÓD OSOBOWY;29;1;0;0
2918;Wąwozowa;28;2016-12-06 13:05:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIT, ZMROK;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA SŁUP, ZNAK;1;63;SAMOCHÓD CIĘŻAROWY DMC POWYŻEJ 3,5 T;56;2;0;0
2940;Wąwozowa;3A;2016-12-01 16:00:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;DOBRE WARUNKI ATMOSFERYCZNE;WYWRÓCENIE POJAZDU;1;58;SAMOCHÓD OSOBOWY;36;1;0;0
2957;Melchiora Wańkowicza;128;2016-10-15 17:10:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - NIE MA;ŚWIATŁO DZIENNE;OPADY DESZCZU;ZDERZENIE BOCZNE;2;63;SAMOCHÓD OSOBOWY;48;0;1;0
2959;Melchiora Wańkowicza;144;2016-10-29 08:35:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE TYLNE;2;28;SAMOCHÓD OSOBOWY;25;1;0;0
3005;Wąwozowa;4;2016-10-14 16:50:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;OPADY DESZCZU;NAJECHANIE NA PIESZEGO;1;22;SAMOCHÓD OSOBOWY;37;1;0;0
3028;LUBOCKA;20;2016-12-20 14:00:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;PRZEJAZD DLA ROWERZYSTÓW;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;22;SAMOCHÓD OSOBOWY;59;2;0;0
3056;Lubocka;25;2016-10-12 19:40:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;PRZEJAZD DLA ROWERZYSTÓW;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;26;SAMOCHÓD OSOBOWY;20;1;0;0
3063;Karola Darwina;36;2016-11-10 15:08:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - NIE MA;NOC - DROGA OŚWIETLONA;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;2;22;SAMOCHÓD OSOBOWY;25;1;0;0
3065;Lubocka;1;2016-11-29 20:50:00.000;ODCINEK PROSTY;PARKING, PLAC, MOP;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;1;25;SAMOCHÓD CIĘŻAROWY DMC DO 3,5 T;25;1;0;0
3066;Lubocka;5C;2016-12-05 06:50:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;28;SAMOCHÓD OSOBOWY;35;1;0;0
3075;Lubocka;10;2016-10-13 11:25:00.000;SKRZYŻOWANIE O RUCHU OKRĘŻNYM;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE CZOŁOWE;2;31;SAMOCHÓD OSOBOWY;2;1;0;0
3076;Karola Darwina;46;2016-10-23 16:59:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;OPADY DESZCZU;ZDERZENIE TYLNE;2;23;SAMOCHÓD OSOBOWY;57;0;1;0
3079;Karola Darwina;52;2016-11-25 16:30:00.000;ODCINEK PROSTY;PRZEJAZD TRAMWAJOWY, TOROWISKO TRAMWAJ.;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - NIE MA;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;WYWRÓCENIE POJAZDU;1;24;SAMOCHÓD OSOBOWY;10;1;0;0
3144;BURZOWA;23;2016-10-24 10:15:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;PRZEJAZD DLA ROWERZYSTÓW;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIT, ZMROK;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;1;56;SAMOCHÓD OSOBOWY;71;1;0;0
3149;Burzowa;10A;2016-11-14 17:25:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;POCHMURNO;ZDERZENIE BOCZNE;2;62;SAMOCHÓD OSOBOWY;20;1;0;0
3163;Tadeusza Ptaszyckiego;19;2016-12-10 16:45:00.000;ODCINEK PROSTY;PARKING, PLAC, MOP;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;POCHMURNO;ZDERZENIE BOCZNE;2;55;SAMOCHÓD CIĘŻAROWY DMC POWYŻEJ 3,5 T;23;1;0;0
3167;Stare Wiślisko;2A;2016-12-21 10:30:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - NIE MA;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;45;SAMOCHÓD OSOBOWY;32;0;1;0
3206;Żaglowa;27;2016-10-07 19:45:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE TYLNE;2;55;SAMOCHÓD OSOBOWY;31;1;0;0
3207;Żaglowa;25;2016-12-15 13:10:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;OŚLEPIAJĄCE SŁONCE;ZDERZENIE CZOŁOWE;2;68;SAMOCHÓD OSOBOWY;26;1;0;0
3209;Zakarnie;1B;2016-12-30 13:10:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - NIE MA;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;57;MOTOCYKL INNY;57;0;1;0
3221;CENTRUM A;13;2016-10-17 13:30:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;1;54;SAMOCHÓD OSOBOWY;23;1;0;0
3221;CENTRUM A;13;2016-12-11 21:40:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;62;SAMOCHÓD OSOBOWY;34;0;1;0
3221;os. Centrum A;13;2016-10-21 04:18:00.000;ODCINEK PROSTY;PRZEJAZD DLA ROWERZYSTÓW;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;65;SAMOCHÓD OSOBOWY;21;1;0;0
3222;CENTRUM A;11;2016-10-31 15:40:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;WYPADEK Z PASAŻERM;2;57;SAMOCHÓD OSOBOWY;32;1;0;0
3222;os. Centrum A;11;2016-11-06 09:20:00.000;ZAKRĘT, ŁUK;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;66;SAMOCHÓD OSOBOWY;33;1;0;0
3225;CENTRUM A;9;2016-12-16 23:55:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE TYLNE;2;52;SAMOCHÓD CIĘŻAROWY DMC DO 3,5 T;52;0;1;0
3225;os. Centrum A;9;2016-12-22 18:35:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;POCHMURNO;ZDERZENIE BOCZNE;2;60;SAMOCHÓD OSOBOWY;37;1;0;0
3227;os. Ogrodowe;7;2016-11-17 10:15:00.000;ODCINEK PROSTY;WJAZD, WYJAZD Z POSESJI, POLA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;OPADY DESZCZU;ZDERZENIE BOCZNE;2;52;SAMOCHÓD OSOBOWY;47;1;0;0
3241;WANDY;25;2016-10-03 15:30:00.000;ODCINEK PROSTY;PRZEWIĄZKA NA DRODZE DWUJEZDNIOWEJ;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;OPADY DESZCZU;ZDERZENIE TYLNE;2;66;SAMOCHÓD OSOBOWY;17;1;0;0
3241;WANDY;25;2016-12-12 07:10:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - NIE MA;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA POJAZD UNIERUCHOMIONY;2;62;SAMOCHÓD OSOBOWY;21;0;0;1
3242;os. Wandy;26;2016-12-21 07:15:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;1;51;SAMOCHÓD OSOBOWY;26;1;0;0
3244;os. Wandy;28;2016-11-02 17:05:00.000;ODCINEK PROSTY;WJAZD, WYJAZD Z POSESJI, POLA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;1;65;SAMOCHÓD OSOBOWY;88;1;0;0
3244;WANDY;28;2016-11-28 22:15:00.000;ODCINEK PROSTY;PRZEJAZD TRAMWAJOWY, TOROWISKO TRAMWAJ.;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - NIE MA;ŚWIATŁO DZIENNE;POCHMURNO;WYWRÓCENIE POJAZDU;1;56;SAMOCHÓD OSOBOWY;26;1;0;0
3245;os. Wandy;32;2016-12-26 16:20:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;POCHMURNO;ZDERZENIE TYLNE;2;62;SAMOCHÓD OSOBOWY;38;1;0;0
3249;WILLOWE;25;2016-12-06 05:40:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;POCHMURNO;ZDERZENIE TYLNE;2;48;SAMOCHÓD OSOBOWY;55;1;0;0
3252;os. Willowe;29;2016-10-14 11:25:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;POCHMURNO;NAJECHANIE NA PIESZEGO;1;59;SAMOCHÓD OSOBOWY;42;1;0;0
3255;OGRODOWE;9;2016-10-02 11:12:00.000;ZAKRĘT, ŁUK;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE CZOŁOWE;2;51;SAMOCHÓD OSOBOWY;26;1;1;0
3273;Wacława Sieroszewskiego;3;2016-12-20 16:10:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;OPADY DESZCZU;ZDERZENIE BOCZNE;2;54;SAMOCHÓD OSOBOWY;35;1;0;0
3283;Odmętowa;24;2016-12-22 21:10:00.000;ZAKRĘT, ŁUK;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - NIE MA;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;50;SAMOCHÓD OSOBOWY;35;1;0;0
3307;Zbyszka z Bogdańca;28;2016-12-29 17:00:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;22;SAMOCHÓD OSOBOWY;20;0;1;0
3310;Zagłoby;1;2016-10-14 09:00:00.000;ODCINEK PROSTY;DROGA, PAS RUCHU, ŚLUZA DLA ROWERÓW;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;WYWRÓCENIE POJAZDU;1;24;SAMOCHÓD OSOBOWY;24;1;0;0
3311;Kmicica;3B;2016-12-05 13:10:00.000;ODCINEK PROSTY;PARKING, PLAC, MOP;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;1;32;SAMOCHÓD OSOBOWY;30;4;0;0
3321;Zbyszka z Bogdańca;8 A;2016-12-30 10:50:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;30;MOTOCYKL INNY;24;1;0;0
3338;KLASZTORNA;32;2016-12-01 18:35:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;POCHMURNO;ZDERZENIE BOCZNE;2;21;SAMOCHÓD OSOBOWY;21;1;0;0
3345;Niepokalanej Panny Marii;75;2016-10-08 13:35:00.000;SYGNALIZACJA ŚWIETLNA - JEST, NIE DZIAŁA;ROBOTY DROGOWE, OZNAK. TYMCZASOWE;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;POCHMURNO;ZDERZENIE BOCZNE;2;24;SAMOCHÓD OSOBOWY;24;1;0;0
3347;Niepokalanej Panny Marii;73;2016-10-19 06:30:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;15;ROWER;15;0;1;0
3361;Jagienki;10;2016-10-17 18:48:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;OPADY ŚNIEGU, GRADU;NAJECHANIE NA PIESZEGO;1;21;SAMOCHÓD OSOBOWY;46;0;1;0
3371;Graniczna;10D;2016-10-03 21:50:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;OPADY DESZCZU;WYPADEK Z PASAŻERM;2;24;MOTOCYKL INNY;24;1;0;0
3385;Zagłoby;5;2016-12-19 16:00:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - NIE MA;NOC - DROGA OŚWIETLONA;DOBRE WARUNKI ATMOSFERYCZNE;WYWRÓCENIE POJAZDU;1;25;SAMOCHÓD OSOBOWY;27;1;0;0
3400;Graniczna;5;2016-12-14 06:40:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;WYWRÓCENIE POJAZDU;2;59;SAMOCHÓD OSOBOWY;25;0;1;0
3404;Zagłoby;17;2016-10-10 13:00:00.000;SYGNALIZACJA ŚWIETLNA - JEST, NIE DZIAŁA;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;POCHMURNO;NAJECHANIE NA PIESZEGO;1;54;SAMOCHÓD OSOBOWY;54;1;0;0
3429;Klasztorna;68;2016-10-10 19:10:00.000;SKRZYŻOWANIE O RUCHU OKRĘŻNYM;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;45;SAMOCHÓD OSOBOWY;83;1;0;0
3431;Klasztorna;64;2016-10-05 21:50:00.000;ODCINEK PROSTY;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;POCHMURNO;NAJECHANIE NA PIESZEGO;1;45;SAMOCHÓD CIĘŻAROWY DMC DO 3,5 T;22;1;0;0
3433;Klasztorna;62 A;2016-12-03 08:00:00.000;ODCINEK PROSTY;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;1;46;SAMOCHÓD OSOBOWY;37;0;1;0
3460;Zagłoby;42;2016-12-09 09:25:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;OPADY DESZCZU;NAJECHANIE NA PIESZEGO;1;57;SAMOCHÓD OSOBOWY;86;1;0;0
3469;Zbyszka z Bogdańca;12C;2016-11-26 14:45:00.000;ODCINEK PROSTY;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;1;65;SAMOCHÓD CIĘŻAROWY DMC POWYŻEJ 3,5 T;65;1;0;0
3473;Niepokalanej Panny Marii;67A;2016-12-10 10:45:00.000;ODCINEK PROSTY;DROGA, PAS RUCHU, ŚLUZA DLA ROWERÓW;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;44;SAMOCHÓD OSOBOWY;41;1;0;0
3482;Władysława Skoczylasa;4;2016-10-27 08:10:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;OPADY DESZCZU;ZDERZENIE BOCZNE;2;58;SAMOCHÓD CIĘŻAROWY DMC DO 3,5 T;43;0;0;1
3488;Cypriana Godebskiego;7A;2016-11-28 09:41:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;1;49;SAMOCHÓD OSOBOWY;60;0;1;0
3489;Cypriana Godebskiego;5;2016-12-12 08:00:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA NIEOŚWIETLONA;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;1;50;SAMOCHÓD OSOBOWY;69;0;1;0
3517;JANA STANISŁAWA BYSTRONIA;22;2016-10-14 15:30:00.000;ZAKRĘT, ŁUK;PRZEJAZD DLA ROWERZYSTÓW;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;43;SAMOCHÓD OSOBOWY;34;1;0;0
3571;Stare Wiślisko;28;2016-12-06 17:45:00.000;ZAKRĘT, ŁUK;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;OPADY DESZCZU;WYWRÓCENIE POJAZDU;1;55;SAMOCHÓD OSOBOWY;50;1;0;0
3575;Klasztorna;25A;2016-10-10 16:15:00.000;ODCINEK PROSTY;PRZYSTANEK KOMUNIKACJI PUBLICZNEJ;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;1;44;SAMOCHÓD OSOBOWY;39;1;0;0
3594;Zakarnie;6;2016-11-21 15:08:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;POCHMURNO;ZDERZENIE BOCZNE;3;NULL;SAMOCHÓD CIĘŻAROWY DMC DO 3,5 T;34;0;1;0
3646;Stare Wiślisko;65A;2016-10-20 19:40:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;POCHMURNO;ZDERZENIE BOCZNE;2;29;ROWER;29;1;0;0
